,Price,Installment,Description,Location,Bedroom,Bathroom,Carport,Land,Building
10542,Rp 639 Juta,Cicilan: 2 Jutaan per bulan,"Rumah Bagus SHM Murah Strategis Gendingmas Ujungberung, Bandung","Ujungberung, Bandung",3,1,1,LT : 84 m²,LB : 65 m²
10543,Rp 395 Juta,Cicilan: 1 Jutaan per bulan,Dijual Rumah Lokasi Strategis di Melatiwangi Bandung,"Bandung Kota, Bandung",2,1,0,LT : 72 m²,LB : 45 m²
10544,Rp 2 Miliar,Cicilan: 7 Jutaan per bulan,"Rumah Full Furnished di Sanggar Indah Lestari, Soreang Banjaran","Banjaran, Bandung",3,3,0,LT : 72 m²,LB : 200 m²
10545,"Rp 2,7 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Bagus Asri Nyaman Siap Huni Di Taman Kopo Indah 3 Bandung,"Taman Kopo Indah, Bandung",3,3,0,LT : 194 m²,LB : 109 m²
10546,Rp 475 Juta,Cicilan: 1 Jutaan per bulan,Rumah Minimalis Siap Huni di Derwati Riung Bandung,"Bandung Kota, Bandung",3,1,1,LT : 65 m²,LB : 65 m²
10547,Rp 470 Juta,Cicilan: 1 Jutaan per bulan,Dijual Rumah Ready siap Huni Cibiru Hilir dkt kampus UPI SHM 470 jt bisa KPR,"Cibiru, Bandung",2,1,0,LT : 70 m²,LB : 45 m²
10548,Rp 575 Juta,Cicilan: 2 Jutaan per bulan, Rumah Minimalis Dalam Cluster Griya Cempaka Arum Gedebage,"Gede Bage, Bandung",3,2,1,LT : 84 m²,LB : 60 m²
10549,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,Dijual Rumah Sudut Belleza Residence Antapani,"Antapani, Bandung",4,2,2,LT : 117 m²,LB : 105 m²
10550,"Rp 5,37 Miliar",Cicilan: 19 Jutaan per bulan,Jual Rumah Kbp Tatar Wangsakerta,"Kota Baru Parahyangan, Bandung",4,4,1,LT : 300 m²,LB : 245 m²
10551,Rp 8 Miliar,Cicilan: 29 Jutaan per bulan,"Rumah 2 Lantai Furnished di Bandung Tempo Dulu Kota Baru Parahyangan , Bandung","Kota Baru Parahyangan, Bandung",4,4,2,LT : 392 m²,LB : 336 m²
10552,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah sejuk view pegunungan nyaman dan aman,"Lembang, Bandung",2,2,2,LT : 148 m²,LB : 100 m²
10553,"Rp 1,7 Miliar",Cicilan: 6 Jutaan per bulan,Dijual Rumah Lokasi Bumi Kopo Kencana Terawat Siap Huni,"Bandung Kota, Bandung",3,2,0,LT : 153 m²,LB : 120 m²
10554,"Rp 2,1 Miliar",Cicilan: 7 Jutaan per bulan,Rumah di KEMBAR MAS SHM Baru Timur,"Bandung Kota, Bandung",3,3,2,LT : 130 m²,LB : 160 m²
10555,"Rp 1,8 Miliar",Cicilan: 6 Jutaan per bulan,"Murah Rumah Minimalis Baru di Podomoro Park, Bandung","Podomoro Park Bandung, Bandung",2,2,0,LT : 102 m²,LB : 94 m²
10556,"Rp 2,6 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Hoek Asri Furnshed Dalm Komplek Nyman Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 191 m²,LB : 150 m²
10557,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,"Rumah Baru Murah 2 Lantai  di Antapani, Bandung","Antapani, Bandung",3,3,0,LT : 96 m²,LB : 140 m²
10558,"Rp 5,8 Miliar",Cicilan: 21 Jutaan per bulan,Rumah Nyamam,"Cicendo, Bandung",11,6,0,LT : 436 m²,LB : 600 m²
10559,"Rp 2,7 Miliar",Cicilan: 10 Jutaan per bulan,"Rumah Furnished Tatar Banyak Sumba, Kota Baru Parahayangan, Kbp","Kota Baru Parahyangan, Bandung",3,2,1,LT : 160 m²,LB : 100 m²
10560,Rp 695 Juta,Cicilan: 2 Jutaan per bulan,Dijual rumah di taman rahayu dekat dengan perbankan dan pertokoan,"Margaasih, Bandung",2,1,1,LT : 90 m²,LB : 60 m²
10561,Rp 4 Miliar,Cicilan: 14 Jutaan per bulan,RUMAH CANTIK 2 LANTAI DI TURANGGA,"Turangga, Bandung",3,4,0,LT : 265 m²,LB : 300 m²
10562,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,VILLA CANTIK VIEW PERKEBUNAN TEH MALABAR DI BANJARAN,"Banjaran, Bandung",4,3,0,LT : 1053 m²,LB : 150 m²
10563,"Rp 3,2 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Baru 2 Lantai di Sayap Pajajaran selangkah ke Istana Plaza,"Cicendo, Bandung",3,2,2,LT : 98 m²,LB : 150 m²
10564,"Rp 2,3 Miliar",Cicilan: 8 Jutaan per bulan,RUMAH MODERN MINIMALIS SIAP HUNI DI PODOMORO PARK BANDUNG,"Buah Batu, Bandung",2,2,0,LT : 96 m²,LB : 94 m²
10565,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,"Rumah Cozy Tatar Nayapati Full Furnish Kota Baru Parahyangan, Kbp","Kota Baru Parahyangan, Bandung",3,2,2,LT : 292 m²,LB : 192 m²
10566,Rp 126 Miliar,Cicilan: 471 Jutaan per bulan,TEMPAT USAHA,"Sukajadi, Bandung",7,5,0,LT : 3624 m²,LB : 1000 m²
10567,Rp 350 Juta,Cicilan: 1 Jutaan per bulan,Jual Keren Rumah Cantik Pondok Padalarang Indah 3 Kt Dekat Kbp,"Padalarang, Bandung",3,2,1,LT : 84 m²,LB : 70 m²
10568,"Rp 1,58 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Semi Furnish Bagus Dan Terawat Di Komp Pasir Impun Bandung,"Mandalajati, Bandung",3,3,1,LT : 122 m²,LB : 165 m²
10569,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah nyaman view gunung strategis di Dago Bandung ,"Sayap Dago, Bandung",2,2,2,LT : 148 m²,LB : 100 m²
10570,"Rp 2,35 Miliar",Cicilan: 8 Jutaan per bulan,Turun Harga Rumah Keren Scandinavian Padalarang SHM Dekat Kcic,"Padalarang, Bandung",5,5,2,LT : 248 m²,LB : 300 m²
10571,Rp 645 Juta,Cicilan: 2 Jutaan per bulan,"Rumah Murah 2 Lantai di Ciwastra, Bojongsoang, Bandung","Ciwastra, Bandung",2,2,1,LT : 65 m²,LB : 102 m²
10572,Rp 1 Miliar,Cicilan: 3 Jutaan per bulan,Jual Rumah Grand Sharon Bandung,"Rancasari, Bandung",2,1,1,LT : 102 m²,LB : 50 m²
10573,Rp 700 Juta,Cicilan: 2 Jutaan per bulan,Jual Cepat Rumah Keren Pondok Padalarang Indah 2 Lantai SHM,"Padalarang, Bandung",3,2,1,LT : 72 m²,LB : 72 m²
10574,"Rp 5,85 Miliar",Cicilan: 21 Jutaan per bulan,Rumah Furnished Di Mayangsunda Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",4,3,1,LT : 297 m²,LB : 250 m²
10575,"Rp 3,75 Miliar",Cicilan: 13 Jutaan per bulan,Jual Rumah Mewah Luas Adem Kota Baru Parahyangan Kbp Semi Furnish,"Kota Baru Parahyangan, Bandung",5,2,1,LT : 234 m²,LB : 221 m²
10576,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Bagus furnish di Dago Pakar,"Dago Pakar, Bandung",4,3,0,LT : 220 m²,LB : 190 m²
10577,"Rp 5,37 Miliar",Cicilan: 19 Jutaan per bulan,"Rumah Full Furnish Tatar Wangsakerta, Kota Baru Parahyangan, Kbp","Kota Baru Parahyangan, Bandung",3,3,2,LT : 300 m²,LB : 245 m²
10578,"Rp 5,8 Miliar",Cicilan: 21 Jutaan per bulan,Jual Rumah Strategis Batununggal Molek Bandung,"Batununggal, Bandung",4,3,2,LT : 300 m²,LB : 250 m²
10579,Rp 4 Miliar,Cicilan: 14 Jutaan per bulan,Rumah bagus cantik di Cluster Emily Elsa,"Summarecon Bandung, Bandung",3,3,1,LT : 190 m²,LB : 240 m²
10580,"Rp 1,26 Miliar",Cicilan: 4 Jutaan per bulan,"Rumah Bagus Taman Kopo Indah , Bandung","Taman Kopo Indah, Bandung",2,2,1,LT : 102 m²,LB : 100 m²
10581,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,"Rumah Idaman Keluarga,, Nikmatin Masa Tua Kamu Disini, Yu Survey Taman Kopo Indah","Taman Kopo Indah, Bandung",4,3,0,LT : 162 m²,LB : 200 m²
10582,Rp 875 Juta,Cicilan: 3 Jutaan per bulan,Rumah Modis Minimalis Taman Kopo Indah Pasti Betah Yu Kita Survey,"Taman Kopo Indah, Bandung",3,1,0,LT : 94 m²,LB : 80 m²
10583,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,Rumah 2 Lantai Baru SHM di Cijerah Bandung,"Cijerah, Bandung",3,2,1,LT : 98 m²,LB : 160 m²
10584,Rp 13 Miliar,Cicilan: 48 Jutaan per bulan,Dijual Rumah Mewah 3 Lantai Siap Huni Sayap Riau Jarang Ada,"Riau, Bandung",5,5,2,LT : 347 m²,LB : 320 m²
10585,"Rp 7,5 Miliar",Cicilan: 27 Jutaan per bulan,Dijual Rumah Lux Nyaman Lokasi di Setra Sari,"Setra Sari, Bandung",5,6,0,LT : 498 m²,LB : 300 m²
10586,Rp 8 Miliar,Cicilan: 29 Jutaan per bulan,Dijual Rumah Lux 3 Lantai Siap Huni Lokasi Prime di Setra Duta,"Setra Duta, Bandung",5,4,2,LT : 312 m²,LB : 500 m²
10587,"Rp 3,4 Miliar",Cicilan: 12 Jutaan per bulan,Dijual Rumah Bagus Luas Homey Siap Huni di Setraduta Bandung Kota,"Setra Duta, Bandung",3,4,2,LT : 239 m²,LB : 250 m²
10588,"Rp 3,45 Miliar",Cicilan: 12 Jutaan per bulan,Dijual Rumah Keren Japanese Design Renov Furnish di Mayang Sunda,"Kota Baru Parahyangan, Bandung",4,2,2,LT : 162 m²,LB : 140 m²
10589,"Rp 3,85 Miliar",Cicilan: 14 Jutaan per bulan,Termurah Rumah Dibawah Njop Alamanda Tubagus Ismail Bandung Utara,"Coblong, Bandung",4,3,1,LT : 314 m²,LB : 400 m²
10590,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,Dijual Turun Harga Rumah Baru Modern Minimalis di Kopo Permai 3,"Kopo Permai, Bandung",3,2,2,LT : 116 m²,LB : 142 m²
10591,"Rp 4,9 Miliar",Cicilan: 18 Jutaan per bulan,Dijual Rumah Modern Minimalis Mewah Nyaman di Setiabudi Regency,"Setiabudi, Bandung",5,5,2,LT : 354 m²,LB : 450 m²
10592,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Siap Huni 2 Lantai Arcamanik Didalam Komplek ,"Arcamanik, Bandung",3,2,1,LT : 100 m²,LB : 170 m²
10593,"Rp 6,7 Miliar",Cicilan: 24 Jutaan per bulan,Dijual Rumah Lux 2 Lantai Siap Huni di Singgasana Pradana,"Mekar Wangi, Bandung",5,3,1,LT : 312 m²,LB : 350 m²
10594,"Rp 2,9 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Semi Furnished Posisi Hook Bagus di Margahayu Raya Bandung,"Rancasari, Bandung",4,6,1,LT : 200 m²,LB : 350 m²
10595,"Rp 3,35 Miliar",Cicilan: 12 Jutaan per bulan,Dijual Rumah Cantik Siap Huni Furnish Smarthome di Kota Baru,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 168 m²,LB : 130 m²
10596,"Rp 2,1 Miliar",Cicilan: 7 Jutaan per bulan,Dijual Rumah Bagus Harga Murah Kolam Renang di Setiabudi Regency,"Setiabudi, Bandung",3,3,2,LT : 152 m²,LB : 200 m²
10597,"Rp 2,75 Miliar",Cicilan: 10 Jutaan per bulan,Rumah siap huni second di Podomoro Park buah batu bandung,"Podomoro Park Bandung, Bandung",4,4,2,LT : 127 m²,LB : 130 m²
10598,"Rp 1,26 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Siap Huni Lokasi Favorit Di Tki Bandung,"Taman Kopo Indah, Bandung",2,2,1,LT : 102 m²,LB : 100 m²
10599,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Siap Huni Di Taman Kopo Indah Iii Cluster Favorit,"Taman Kopo Indah, Bandung",2,2,1,LT : 105 m²,LB : 100 m²
10600,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Siap Huni Taman Kopo Indah Bandung,"Taman Kopo Indah, Bandung",2,1,1,LT : 153 m²,LB : 60 m²
10601,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,Dijual rumah di bukit Kiaracondong,"Kiaracondong, Bandung",5,2,0,LT : 144 m²,LB : 100 m²
10602,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Mewah 2 Lantai D Podomoro Park Buahbatu Bojongsoang Bandung,"Buah Batu, Bandung",3,3,1,LT : 90 m²,LB : 94 m²
10603,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Bagus Terawat Bersih Di Taman Kopo Indah 5 Bandung,"Taman Kopo Indah, Bandung",3,1,0,LT : 120 m²,LB : 90 m²
10604,"Rp 2,75 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Mewah Furnish D Permata Tamansari Dkt Golf Barat Arcamanik ,"Arcamanik, Bandung",3,3,0,LT : 120 m²,LB : 168 m²
10605,"Rp 4,95 Miliar",Cicilan: 18 Jutaan per bulan,Rumah Nyaman 2 Lantai Singgasana Bandung,"Singgasana, Bandung",4,3,1,LT : 200 m²,LB : 210 m²
10606,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,"Jual Cepat Rumah Siap Huni  di Podomoro Bandung Furnished Japandi  Bagus  di Buah Batu, Bandung","Buah Batu, Bandung",2,2,1,LT : 57 m²,LB : 60 m²
10607,Rp 450 Juta,Cicilan: 1 Jutaan per bulan,Rumah Siap Huni Komplek Margahayu,"Margahayu, Bandung",2,1,0,LT : 68 m²,LB : 54 m²
10608,Rp 775 Juta,Cicilan: 2 Jutaan per bulan,"Butuh Uang...Murah...Rumah Jual Cepat di Taman Kopo Indah 1, Bandung","Taman Kopo Indah, Bandung",2,1,1,LT : 108 m²,LB : 80 m²
10609,Rp 999 Juta,Cicilan: 3 Jutaan per bulan,"Rumah Bagus di Taman Kopo Indah 2 hadap Utara, Bandung","Taman Kopo Indah, Bandung",3,1,1,LT : 96 m²,LB : 84 m²
10610,"Rp 1,26 Miliar",Cicilan: 4 Jutaan per bulan,"Rumah Baru di Taman Kopo Indah 3 hadap Barat, di Bandung","Taman Kopo Indah, Bandung",2,2,1,LT : 102 m²,LB : 100 m²
10611,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,"Butuh Uang... Jual Cepat...Rumah Murah dekat Main road di Taman Kopo Indah 1,  di Bandung","Taman Kopo Indah, Bandung",2,1,1,LT : 102 m²,LB : 100 m²
10612,"Rp 1,29 Miliar",Cicilan: 4 Jutaan per bulan,"Rumah Baru 2 Lantai Murah di Kopo Permai hadap Timur, di Bandung","Kopo Permai, Bandung",3,2,2,LT : 95 m²,LB : 150 m²
10613,"Rp 4,9 Miliar",Cicilan: 18 Jutaan per bulan,Rumah 3 Lantai Komplek Antapani Jl.terusan Jakarta Bandung Timur,"Antapani, Bandung",5,4,2,LT : 292 m²,LB : 300 m²
10614,"Rp 2,65 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Siap Huni Pusat Kota Jl. Terusan Jakarta Antapani Bandung,"Antapani, Bandung",5,3,2,LT : 150 m²,LB : 200 m²
10615,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,Rumah Murah Bangunan Minimalis Modern Arcamanik Cisaranten Kulon,"Arcamanik, Bandung",2,2,2,LT : 100 m²,LB : 75 m²
10616,Rp 720 Juta,Cicilan: 2 Jutaan per bulan,For sale rumah tinggal& tempat usaha( kios) Rumah di Jljatihandap SHM Sudah Renovasi,"Cimenyan, Bandung",1,2,1,LT : 72 m²,LB : 50 m²
10617,"Rp 2,3 Miliar",Cicilan: 8 Jutaan per bulan,Sangat terawat !! Rumah minimalis siap huni sayap BKR @ Pasir Salam,"Pasir Luyu, Bandung",3,3,1,LT : 123 m²,LB : 170 m²
10618,"Rp 5,8 Miliar",Cicilan: 21 Jutaan per bulan,"Rumah Baru di Jl Anapuri
, Bandung","Podomoro Park Bandung, Bandung",4,3,2,LT : 198 m²,LB : 202 m²
10619,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,"Harga Paling Murah, Rumah Baru Podomoro Cluster Ayana","Podomoro Park Bandung, Bandung",2,1,1,LT : 84 m²,LB : 40 m²
10620,"Rp 34,8 Miliar",Cicilan: 129 Jutaan per bulan," Rumah Lama Cocok Untuk Guest House, Cafe Taman Di Dago, Dago","Dago, Bandung",15,8,10,LT : 1413 m²,LB : 700 m²
10621,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Siap Huni di Geger Kalong Dekat Upi Bandung,"Geger Kalong, Bandung",3,4,1,LT : 206 m²,LB : 250 m²
10622,Rp 485 Juta,Cicilan: 1 Jutaan per bulan,Rumah Antapani 485Jt,"Antapani, Bandung",1,1,1,LT : 60 m²,LB : 45 m²
10623,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,Langka! Jual Rumah Rasa Villa di Resort Dago Pakar,"Dago Pakar, Bandung",4,3,2,LT : 220 m²,LB : 190 m²
10624,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,Rumah di Cihanjuang dkt Sariwangi Pemkot Cimahi Pasteur SHM Bagus,"Cihanjuang, Bandung",2,1,1,LT : 96 m²,LB : 60 m²
10625,Rp 6 Miliar,Cicilan: 22 Jutaan per bulan,Rumah di Dago Resort 2 Lantai Bagus Dkt Cisitu Cigadung Bandung,"Dago, Bandung",5,4,0,LT : 198 m²,LB : 300 m²
10626,Rp 875 Juta,Cicilan: 3 Jutaan per bulan,Rumah Dijual Minimalis Cantik di Taman Holis Indah,"Holis Cigondewah, Bandung",3,1,0,LT : 90 m²,LB : 100 m²
10627,"Rp 1,57 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Pasadena Bandung Siap Huni Lokasi Strategis,"Cigondewah, Bandung",3,2,1,LT : 160 m²,LB : 140 m²
10628,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,LANGKA! RUMAH VILLA DI RESORT DAGO PAKAR FULLY FURNISHED DENGAN KOLAM RENANG ,No Data,4,3,2,LT : 220 m²,LB : 190 m²
10629,"Rp 2,9 Miliar",Cicilan: 10 Jutaan per bulan,"Rumah Bagus di Jl Ancol, Bandung Siap Huni","Regol, Bandung",4,3,2,LT : 133 m²,LB : 170 m²
10630,"Rp 2,9 Miliar",Cicilan: 10 Jutaan per bulan,"Rumah Bagus di Jl Ancol, Bandung Siap Huni","Regol, Bandung",4,3,2,LT : 133 m²,LB : 170 m²
10631,Rp 498 Juta,Cicilan: 1 Jutaan per bulan,"Dijual Rumah Baru Minimalis, INDENT, di Perumahan Kavling PLN Jatinangor, Jln.Caringin - Jatinangor, Tipe 34/44","Jatinangor, Bandung",3,1,1,LT : 34 m²,LB : 44 m²
10632,"Rp 3,6 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Minimalis Siap Huni Harga Murah di Summarecon Bandung,"Summarecon Bandung, Bandung",4,3,1,LT : 144 m²,LB : 172 m²
10633,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Rumah di Margahayu Raya Soekarno Hatta Dkt Rs Al islam Bandung,"Margahayu, Bandung",3,3,1,LT : 202 m²,LB : 150 m²
10634,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Ini Wajib Di Lihat Ada Paviliunnya Sayap Pajajaran Bandung,"Pajajaran, Bandung",3,4,0,LT : 152 m²,LB : 152 m²
10635,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan," Rumah Furnished Bagus di Dayana, Summarecon Bandung SHM - Sertifikat Hak Milik","Summarecon Bandung, Bandung",2,2,1,LT : 105 m²,LB : 80 m²
10636,Rp 7 Miliar,Cicilan: 26 Jutaan per bulan,"Rumah Modern Minimalis Mewah Bandung Tengah di Kembar ,Bandung","BKR, Bandung",6,7,2,LT : 207 m²,LB : 948 m²
10637,Rp 627 Juta,Cicilan: 2 Jutaan per bulan,Rumah Siap Huni di Almaas 3  Jalan Bojong Sukamukti Katapang ,"Kopo Permai, Bandung",3,2,1,LT : 120 m²,LB : 70 m²
10638,Rp 315 Juta,Cicilan: 1 Jutaan per bulan,Di Jual Rumah Berkualitas Lokasi Strategis,"Gunung Batu, Bandung",2,2,1,LT : 120 m²,LB : 90 m²
10639,"Rp 2,9 Miliar",Cicilan: 10 Jutaan per bulan," Rumah SHM - Sertifikat Hak Milik di Muara Baru, Muara","Muara, Bandung",3,3,1,LT : 200 m²,LB : 150 m²
10640,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,Rumah kost sayap tubagus ismail dekat kampus itb,"Tubagus Ismail, Bandung",21,22,6,LT : 339 m²,LB : 700 m²
10641,Rp 5 Miliar,Cicilan: 18 Jutaan per bulan," Rumah Lux Bagus Siap Huni di Singgasana Pradana, Singgasana","Singgasana, Bandung",4,5,1,LT : 200 m²,LB : 450 m²
10642,"Rp 1,95 Miliar",Cicilan: 7 Jutaan per bulan,Dekal Tol Buah Batu Rumah Bagus Baru Renov Total,"Terusan Buah Batu, Bandung",4,3,2,LT : 137 m²,LB : 210 m²
10643,Rp 850 Juta,Cicilan: 3 Jutaan per bulan,Nyaman Banget Ada Tamannya Rumah Di Arcamanik Bandung,"Arcamanik, Bandung",3,2,1,LT : 112 m²,LB : 55 m²
10644,"Rp 1,15 Miliar",Cicilan: 4 Jutaan per bulan,"MEWAH RUMAH Baru di ARCAMANIK 2 Lantai Siap Huni","Arcamanik, Bandung",3,3,1,LT : 100 m²,LB : 100 m²
10645,"Rp 1,25 Miliar",Cicilan: 4 Jutaan per bulan,Rumah baru 2 lantai SHM Full Furnished Riung bandung ,"Gede Bage, Bandung",3,2,1,LT : 107 m²,LB : 103 m²
10646,Rp 1 Miliar,Cicilan: 3 Jutaan per bulan,Rumah Cisaranten Arcamanik dkt Antapani Bandung 2 Lantai,"Arcamanik, Bandung",4,2,1,LT : 120 m²,LB : 200 m²
10647,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,"Tanah Luas Rumah 2 Lantai di Panyileukan, Bandung","Panyileukan, Bandung",2,2,2,LT : 155 m²,LB : 170 m²
10648,Rp 8 Miliar,Cicilan: 29 Jutaan per bulan,Rumah baru dengan tanah cukup luas di setiaBudi Regency,"Setiabudi, Bandung",4,4,0,LT : 727 m²,LB : 700 m²
10649,"Rp 3,25 Miliar",Cicilan: 12 Jutaan per bulan,Rumah Semi Furnish di Kopo Safira Residence Bandung,"Kopo, Bandung",2,3,1,LT : 251 m²,LB : 157 m²
10650,"Rp 1,52 Miliar",Cicilan: 5 Jutaan per bulan,Murah Turun Harga Setraduta All Full Furnish Akses Setraduta Dago Grande,"Setra Duta, Bandung",2,2,1,LT : 131 m²,LB : 80 m²
10651,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Lux Full Furnish Ada Kolam Arcamanik,"Arcamanik, Bandung",4,3,1,LT : 182 m²,LB : 300 m²
10652,Rp 550 Juta,Cicilan: 2 Jutaan per bulan,Rumah Indent Free Desain di Bojong Katapang Sukamukti,"Antapani, Bandung",3,2,1,LT : 150 m²,LB : 93 m²
10653,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,RUMAH DI DAERAH CIWASTRA - BANDUNG TIMUR,"Ciwastra, Bandung",4,4,1,LT : 215 m²,LB : 200 m²
10654,Rp 4 Miliar,Cicilan: 14 Jutaan per bulan,Rumah Minimalis Murah Besar Bangunan Baru Budi Indah Setiabudi  Semi Furnished Harga Dibawah Pasar Hot Listing ,"Setiabudi, Bandung",3,3,2,LT : 360 m²,LB : 300 m²
10655,Rp 220 Juta,Cicilan: 818 Ribuan per bulan,Take Over Murah Perumahan Pasirjati Ujungberung,"Ujungberung, Bandung",2,1,1,LT : 72 m²,LB : 45 m²
10656,Rp 700 Juta,Cicilan: 2 Jutaan per bulan,Rumah di Bumi panyawangan cileunyi Bagus SHM,"Cileunyi, Bandung",2,1,1,LT : 90 m²,LB : 70 m²
10657,"Rp 3,4 Miliar",Cicilan: 12 Jutaan per bulan,"Murah Rumah 2,5 Lantai Lux Turangga Sayap Asmarandana Gitar Belakang Hotel Horison","Turangga, Bandung",4,4,1,LT : 211 m²,LB : 250 m²
10658,"Rp 4,5 Miliar",Cicilan: 16 Jutaan per bulan,"Rumah 3 Lantai di Dago Pakar Bandung, Bandung","Dago Pakar, Bandung",5,3,2,LT : 320 m²,LB : 300 m²
10659,Rp 425 Juta,Cicilan: 1 Jutaan per bulan,Rumah Indent Bebas Design Baru,"Cibaduyut, Bandung",3,2,1,LT : 108 m²,LB : 80 m²
10660,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,Murah Turangga Hitung Tanah Sayap Horison Gamelan Cocok Untuk 2 Rumah Lebar Muka 16,"Turangga, Bandung",4,3,1,LT : 280 m²,LB : 200 m²
10661,Rp 20 Miliar,Cicilan: 74 Jutaan per bulan,"Rumah bisa buat Usaha di Pajajaran Bandung Rumah Unfurnished SHM - Sertifikat Hak Milik di Pajajaran Bandung, Pajajaran","Pajajaran, Bandung",3,3,0,LT : 580 m²,LB : 450 m²
10662,Rp 790 Juta,Cicilan: 2 Jutaan per bulan,Rumah SHM di Bojong Sukamukti Katapang,"Katapang, Bandung",2,1,1,LT : 72 m²,LB : 90 m²
10663,Rp 850 Juta,Cicilan: 3 Jutaan per bulan,Rumah Modern Minimalis di Arcamanik,"Arcamanik, Bandung",2,2,1,LT : 100 m²,LB : 75 m²
10664,"Rp 1,17 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Modern Ready Stock Arcamanik,"Arcamanik, Bandung",4,3,0,LT : 96 m²,LB : 120 m²
10665,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,"Rumah SHM di Jalan Tata Surya Mainroad, Bandung Kota","Rancasari, Bandung",3,2,5,LT : 204 m²,LB : 150 m²
10666,Rp 1 Miliar,Cicilan: 3 Jutaan per bulan,Rumah Baru Murah Jarang Ada di Kawaluyaan ,"Soekarno Hatta, Bandung",3,3,2,LT : 128 m²,LB : 100 m²
10667,"Rp 2,45 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Murah Sayap Supratman Jarang Ada Good Invest,"Supratman, Bandung",5,3,1,LT : 250 m²,LB : 200 m²
10668,"Rp 2,45 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Baru daerah Turangga,"Lengkong, Bandung",4,3,1,LT : 120 m²,LB : 180 m²
10669,"Rp 1,25 Miliar",Cicilan: 4 Jutaan per bulan,Rumah TKI V  full furnish dan sdh Renov lokasi aman nyaman,"Taman Kopo Indah, Bandung",2,1,1,LT : 102 m²,LB : 75 m²
10670,"Rp 1,45 Miliar",Cicilan: 5 Jutaan per bulan,Rumah terawat Bali garden city view awiligar ,"Cibeunying, Bandung",3,2,0,LT : 100 m²,LB : 90 m²
10671,"Rp 1,7 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Murah Antapani Jarang Ada Good Invest,"Antapani, Bandung",4,2,2,LT : 231 m²,LB : 190 m²
10672,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,Dijual Cepat Rumah Di Arcamaik,"Arcamanik, Bandung",3,2,1,LT : 176 m²,LB : 100 m²
10673,"Rp 3,2 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Murah Di Suryalaya,"Regol, Bandung",4,3,1,LT : 325 m²,LB : 350 m²
